prospectid,total_tl,tot_closed_tl,tot_active_tl,total_tl_opened_l6m,tot_tl_closed_l6m,pct_tl_open_l6m,pct_tl_closed_l6m,pct_active_tl,pct_closed_tl,total_tl_opened_l12m,tot_tl_closed_l12m,pct_tl_open_l12m,pct_tl_closed_l12m,tot_missed_pmnt,auto_tl,cc_tl,consumer_tl,gold_tl,home_tl,pl_tl,secured_tl,unsecured_tl,other_tl,age_oldest_tl,age_newest_tl,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,cc_enq,cc_enq_l6m,cc_enq_l12m,pl_enq,pl_enq_l6m,pl_enq_l12m,time_since_recent_enq,enq_l12m,enq_l6m,enq_l3m,maritalstatus,education,age,gender,netmonthlyincome,time_with_curr_empr,pct_of_active_tls_ever,pct_opened_tls_l6m_of_l12m,pct_currentbal_all_tl,cc_utilization,cc_flag,pl_utilization,pl_flag,pct_pl_enq_l6m_of_l12m,pct_cc_enq_l6m_of_l12m,pct_pl_enq_l6m_of_ever,pct_cc_enq_l6m_of_ever,max_unsec_exposure_inpct,hl_flag,gl_flag,last_prod_enq2,first_prod_enq2,credit_score,approved_flag
11332,6,4,2,0,0,0.0,0.0,0.333,0.667,0,1,0.0,0.167,0,3,0,2,0,0,0,4,2,1,52.0,24.0,56.0,31.0,3.0,4,22.0,22,2,3,1,14.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,Married,SSC,38,M,25000,61,0.333,0.0,0.087,,0,,0,1.0,0.0,1.0,0.0,0.624,0,0,PL,others,666,P3
11333,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,8.0,8.0,69.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,3.0,3.0,3.0,169.0,4.0,3.0,0.0,Single,12TH,26,M,14000,153,1.0,0.0,0.494,,0,,0,1.0,0.0,1.0,0.0,1.024,0,0,PL,ConsumerLoan,678,P2
11334,11,4,7,4,1,0.364,0.091,0.636,0.364,5,2,0.455,0.182,2,0,0,7,0,1,1,2,9,2,261.0,3.0,63.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0.0,0.0,0.0,2.0,0.0,2.0,139.0,3.0,1.0,0.0,Married,OTHERS,46,M,12000,12,0.636,0.8,0.819,,0,0.895,1,0.0,0.0,0.0,0.0,11.574,0,1,ConsumerLoan,ConsumerLoan,740,P1
11335,5,4,1,1,0,0.2,0.0,0.2,0.8,1,0,0.2,0.0,1,1,0,0,4,0,0,5,0,0,50.0,2.0,917.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,2.0,2.0,2.0,Single,UNDER GRADUATE,23,M,25000,30,0.2,1.0,1.0,,0,,0,0.0,0.0,0.0,0.0,,1,0,AL,AL,671,P2
11336,7,0,7,1,0,0.143,0.0,1.0,0.0,1,0,0.143,0.0,1,0,2,0,0,3,2,3,4,0,183.0,3.0,40.0,21.0,20.0,2,60.0,30,0,0,0,0.0,0.0,1,0,45,0,12,0,0,0,0,0,0,0,0,0,30,12.0,4.0,1.0,1.0,5.0,0.0,0.0,34.0,2.0,2.0,1.0,Married,GRADUATE,56,M,50000,245,1.0,1.0,0.66,1.0,1,0.706,1,0.0,1.0,0.0,0.25,22.531,0,1,ConsumerLoan,HL,715,P1
11337,8,3,5,2,0,0.25,0.0,0.625,0.375,3,0,0.375,0.0,1,0,1,2,1,0,1,3,5,3,83.0,4.0,120.0,4.0,4.0,1,27.0,27,1,1,0,27.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,11.0,2.0,1.0,1.0,4.0,2.0,4.0,20.0,9.0,5.0,1.0,Single,GRADUATE,32,M,45000,71,0.625,0.667,0.579,,1,0.929,1,0.5,1.0,0.5,0.5,1.562,1,0,ConsumerLoan,CC,678,P2
11338,3,1,2,0,0,0.0,0.0,0.667,0.333,2,1,0.667,0.333,0,0,0,1,0,0,1,1,2,1,14.0,7.0,76.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0.0,0.0,0.0,5.0,1.0,2.0,15.0,6.0,1.0,1.0,Married,UNDER GRADUATE,39,F,25000,147,0.667,0.0,0.996,,0,,1,0.5,0.0,0.2,0.0,1.72,0,0,PL,HL,665,P3
11339,3,1,2,0,0,0.0,0.0,0.667,0.333,1,0,0.333,0.0,1,2,0,0,0,0,1,2,1,0,63.0,7.0,73.0,4.0,4.0,1,25.0,25,1,1,0,25.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,Married,GRADUATE,32,M,33500,82,0.667,0.0,0.87,,0,0.878,1,0.0,0.0,0.0,0.0,11.94,0,0,ConsumerLoan,CC,671,P2
11340,21,10,11,3,5,0.143,0.238,0.524,0.476,8,6,0.381,0.286,2,1,0,12,1,0,2,2,19,5,38.0,3.0,81.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,0.0,0.0,0.0,5.0,1.0,3.0,1.0,7.0,4.0,4.0,Married,SSC,37,F,10000,45,0.524,0.375,0.391,,0,0.532,1,0.333,0.0,0.2,0.0,54.044,1,0,ConsumerLoan,ConsumerLoan,674,P2
11341,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,19.0,19.0,55.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,1.0,1.0,Single,UNDER GRADUATE,22,M,25000,47,1.0,0.0,0.426,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,others,680,P2
11342,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,7.0,7.0,48.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,Married,12TH,30,M,15000,77,1.0,0.0,0.222,,0,,0,0.0,0.0,0.0,0.0,1.133,0,0,ConsumerLoan,others,671,P2
11343,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,22.0,22.0,42.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,GRADUATE,46,M,25000,131,1.0,0.0,0.503,,0,0.503,1,0.0,0.0,0.0,0.0,6.32,0,0,others,others,687,P2
11344,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,10.0,10.0,66.0,,,0,,0,0,0,0,,,0,0,7,4,7,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,1.0,0.0,0.0,Married,12TH,42,M,15000,110,1.0,0.0,0.824,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,677,P2
11345,4,1,3,1,0,0.25,0.0,0.75,0.25,3,0,0.75,0.0,3,0,0,0,1,0,0,4,0,3,23.0,1.0,576.0,,,0,,0,0,0,0,,,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,Single,GRADUATE,22,M,15000,41,0.75,0.333,1.03,,0,,0,1.0,0.0,1.0,0.0,,1,0,ConsumerLoan,PL,672,P2
11346,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,0,1,1,0,0,0,0,1,1,0,8.0,8.0,41.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,241.0,2.0,0.0,0.0,Single,GRADUATE,24,M,15000,41,1.0,0.0,0.862,0.864,1,,0,0.0,0.0,0.0,0.0,1.743,0,0,CC,others,669,P2
11347,7,4,3,1,0,0.143,0.0,0.429,0.571,2,1,0.286,0.143,1,0,0,0,4,0,0,4,3,3,48.0,1.0,35.0,,,0,,0,0,0,0,0.0,0.0,0,0,26,7,13,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,12TH,30,M,23000,128,0.429,0.5,0.5,,0,,0,0.0,0.0,0.0,0.0,4.348,1,0,others,others,701,P3
11348,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,1,0,1,0,5.0,5.0,88.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,142.0,1.0,1.0,0.0,Single,GRADUATE,25,M,30000,37,1.0,1.0,0.973,,0,0.973,1,1.0,0.0,1.0,0.0,6.667,0,0,PL,PL,664,P3
11349,25,14,11,7,2,0.28,0.08,0.44,0.56,7,2,0.28,0.08,2,2,1,4,10,1,6,14,11,1,111.0,2.0,21.0,,,0,,0,0,0,0,0.0,0.0,0,0,24,4,10,0,0,0,0,0,0,0,0,0,0,26.0,1.0,1.0,1.0,20.0,9.0,11.0,2.0,14.0,12.0,6.0,Married,GRADUATE,36,M,18500,128,0.44,1.0,0.784,0.365,1,0.802,1,0.818,1.0,0.45,1.0,57.2,1,1,ConsumerLoan,PL,674,P2
11350,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,8.0,8.0,49.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,2.0,2.0,Single,GRADUATE,22,M,30000,14,1.0,0.0,0.895,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,669,P2
11351,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,5.0,5.0,77.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,Single,GRADUATE,23,M,15000,21,1.0,1.0,0.5,,0,,0,0.0,0.0,0.0,0.0,1.193,0,0,others,others,663,P3
11352,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,10.0,10.0,62.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,0.0,0.0,Married,GRADUATE,25,F,20000,42,1.0,0.0,0.855,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,681,P2
11353,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,1,0,0,0,0,0,0,2,0,2,20.0,12.0,137.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,SSC,46,F,27000,142,1.0,0.0,0.664,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,672,P2
11354,4,1,3,1,0,0.25,0.0,0.75,0.25,1,0,0.25,0.0,1,1,1,1,0,0,0,1,3,1,125.0,5.0,72.0,5.0,5.0,1,6.0,6,1,1,0,6.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21.0,5.0,4.0,5.0,10.0,7.0,8.0,3.0,16.0,14.0,11.0,Married,UNDER GRADUATE,33,M,25000,70,0.75,1.0,0.421,1.0,1,,0,0.875,0.8,0.7,0.8,1.861,0,0,PL,others,640,P4
11355,4,1,3,0,0,0.0,0.0,0.75,0.25,1,0,0.25,0.0,0,0,0,1,0,0,0,2,2,3,60.0,8.0,42.0,18.0,7.0,12,669.0,347,0,5,5,0.0,469.0,12,12,26,0,0,7,5,6,0,0,0,0,0,0,347,,,,,,,,,,,,Married,UNDER GRADUATE,29,F,13000,64,0.75,0.0,1.454,,0,,0,0.0,0.0,0.0,0.0,1.715,0,0,others,others,645,P4
11356,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,4.0,4.0,82.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,4.0,Single,GRADUATE,28,M,38000,89,1.0,1.0,0.6,,0,,0,0.0,0.0,0.0,0.0,0.368,0,0,ConsumerLoan,CC,656,P4
11357,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,2,0,1,86.0,32.0,115.0,,,0,,0,0,0,0,0.0,0.0,0,0,34,5,11,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,989.0,0.0,0.0,0.0,Married,12TH,57,M,21000,263,1.0,0.0,0.63,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,702,P3
11358,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,0,0,1,0,0,1,0,2,0,22.0,14.0,75.0,14.0,12.0,2,29.0,29,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3.0,0.0,0.0,0.0,2.0,0.0,0.0,409.0,0.0,0.0,0.0,Married,SSC,25,M,18500,48,0.5,0.0,0.519,,0,0.519,1,0.0,0.0,0.0,0.0,2.162,0,0,PL,ConsumerLoan,677,P2
11359,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,1,0,1,0,0,8.0,8.0,88.0,,,0,,0,0,0,0,,,0,0,6,3,6,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,2.0,0.0,0.0,Married,GRADUATE,47,M,50000,224,1.0,0.0,0.972,,0,,0,0.0,0.0,0.0,0.0,,0,1,HL,HL,684,P2
11360,2,1,1,1,1,0.5,0.5,0.5,0.5,2,1,1.0,0.5,0,0,0,0,2,0,0,2,0,0,12.0,6.0,33.0,,,0,,0,0,0,0,,,0,0,12,4,11,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,Married,12TH,34,M,17000,185,0.5,0.5,0.862,,0,,0,0.0,0.0,0.0,0.0,,1,0,AL,AL,687,P2
11361,10,5,5,1,3,0.1,0.3,0.5,0.5,5,3,0.5,0.3,1,2,0,6,0,0,0,2,8,2,65.0,5.0,63.0,,,0,,0,0,0,0,0.0,0.0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0.0,0.0,0.0,6.0,2.0,4.0,24.0,4.0,2.0,2.0,Single,12TH,32,M,25000,102,0.5,0.2,0.675,,0,,0,0.5,0.0,0.333,0.0,5.921,0,0,PL,others,679,P2
11362,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,47.0,47.0,,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Single,SSC,23,M,15000,86,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,690,P2
11363,3,0,3,2,0,0.667,0.0,1.0,0.0,2,0,0.667,0.0,0,0,1,1,0,0,1,0,3,0,20.0,4.0,67.0,10.0,10.0,1,24.0,24,0,1,1,0.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3.0,1.0,0.0,0.0,1.0,1.0,1.0,141.0,2.0,2.0,0.0,Married,SSC,33,M,29500,65,1.0,1.0,0.362,0.0,1,0.682,1,1.0,0.0,1.0,0.0,1.566,0,0,PL,CC,663,P3
11364,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,17.0,17.0,111.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,524.0,0.0,0.0,0.0,Married,12TH,29,M,32000,66,1.0,0.0,0.0,0.0,1,,0,0.0,0.0,0.0,0.0,0.201,0,0,CC,CC,687,P2
11365,2,1,1,0,1,0.0,0.5,0.5,0.5,1,1,0.5,0.5,0,0,0,2,0,0,0,0,2,0,15.0,7.0,74.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,143.0,1.0,1.0,0.0,Married,12TH,51,M,25000,114,0.5,0.0,0.286,,0,,0,1.0,0.0,1.0,0.0,0.42,0,0,PL,others,669,P2
11366,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,38.0,38.0,29.0,,,0,,0,0,0,0,,,0,0,35,5,11,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,SSC,41,M,12000,56,1.0,0.0,0.128,,0,,0,0.0,0.0,0.0,0.0,4.167,0,0,others,others,696,P2
11367,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,2,0,0,0,0,0,2,0,0,80.0,53.0,612.0,32.0,16.0,4,57.0,28,0,0,0,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1594.0,0.0,0.0,0.0,Married,SSC,27,M,12000,126,0.5,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,680,P2
11368,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,2,0,0,0,0,2,0,11.0,9.0,89.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,3.0,0.0,0.0,Single,GRADUATE,26,F,60000,38,1.0,0.0,0.25,,0,,0,0.0,0.0,0.0,0.0,0.888,0,0,others,others,686,P2
11369,3,3,0,0,3,0.0,1.0,0.0,1.0,1,3,0.333,1.0,0,0,0,1,0,0,0,0,3,2,18.0,8.0,111.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,553.0,0.0,0.0,0.0,Married,GRADUATE,45,F,35000,125,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,ConsumerLoan,679,P2
11370,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,35.0,35.0,152.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1051.0,0.0,0.0,0.0,Single,SSC,32,M,40000,45,1.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,680,P2
11371,5,2,3,0,0,0.0,0.0,0.6,0.4,2,1,0.4,0.2,0,1,0,4,0,0,0,1,4,0,79.0,8.0,57.0,4.0,4.0,1,13.0,13,1,1,0,13.0,13.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,9.0,0.0,0.0,0.0,2.0,2.0,2.0,6.0,6.0,4.0,4.0,Married,SSC,30,M,17000,108,0.6,0.0,0.441,,0,,0,1.0,0.0,1.0,0.0,5.723,0,0,ConsumerLoan,others,658,P4
11372,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,10.0,10.0,65.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,81.0,3.0,2.0,1.0,Married,12TH,38,M,17000,121,1.0,0.0,0.2,,0,,0,1.0,0.0,1.0,0.0,1.099,0,0,PL,others,665,P3
11373,9,8,1,0,0,0.0,0.0,0.111,0.889,0,0,0.0,0.0,0,4,0,3,0,0,0,5,4,2,193.0,79.0,924.0,28.0,18.0,11,120.0,90,0,0,0,,,11,11,2,0,0,0,0,0,0,0,0,0,0,0,90,7.0,0.0,0.0,0.0,1.0,0.0,0.0,2092.0,0.0,0.0,0.0,Married,12TH,47,M,23000,126,0.111,0.0,1.0,,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,others,PL,707,P1
11374,2,1,1,0,0,0.0,0.0,0.5,0.5,1,1,0.5,0.5,0,0,0,2,0,0,0,0,2,0,19.0,8.0,40.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,1.0,0.0,0.0,Married,OTHERS,36,M,15000,48,0.5,0.0,0.125,,0,,0,0.0,0.0,0.0,0.0,0.956,0,0,ConsumerLoan,ConsumerLoan,673,P2
11375,16,10,6,1,3,0.062,0.188,0.375,0.625,4,4,0.25,0.25,0,5,0,10,0,0,0,5,11,1,83.0,4.0,68.0,8.0,6.0,2,25.0,25,0,2,2,0.0,25.0,0,0,24,4,10,0,0,0,0,0,0,0,0,0,25,15.0,1.0,0.0,1.0,2.0,1.0,1.0,98.0,6.0,3.0,0.0,Married,12TH,32,M,50000,116,0.375,0.25,0.194,,0,,0,1.0,0.0,0.5,0.0,2.008,0,0,ConsumerLoan,others,692,P2
11376,7,2,5,0,0,0.0,0.0,0.714,0.286,2,0,0.286,0.0,0,3,0,3,0,0,1,3,4,0,49.0,10.0,44.0,30.0,8.0,6,54.0,21,0,4,4,0.0,54.0,2,0,7,5,7,0,0,0,0,0,0,0,0,0,11,9.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,1.0,Single,GRADUATE,25,M,28000,66,0.714,0.0,0.393,,0,0.449,1,0.0,0.0,0.0,0.0,3.536,0,0,ConsumerLoan,others,681,P2
11377,7,2,5,2,1,0.286,0.143,0.714,0.286,3,1,0.429,0.143,0,0,1,0,5,0,0,5,2,1,54.0,1.0,18.0,,,0,,0,0,0,0,0.0,0.0,0,0,16,2,10,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,196.0,1.0,0.0,0.0,Single,UNDER GRADUATE,23,M,10000,25,0.714,0.667,0.834,0.0,1,,0,0.0,0.0,0.0,0.0,18.615,1,0,CC,others,707,P1
11378,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,7.0,7.0,57.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,2.0,2.0,Married,GRADUATE,31,M,23500,127,1.0,0.0,0.111,,0,,0,0.0,0.0,0.0,0.0,0.531,0,0,others,others,678,P2
11379,3,0,3,1,0,0.333,0.0,1.0,0.0,2,0,0.667,0.0,0,0,1,1,0,0,0,0,3,1,18.0,6.0,38.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,53.0,2.0,1.0,1.0,Married,GRADUATE,25,M,18000,65,1.0,0.5,0.395,0.388,1,,0,1.0,0.0,1.0,0.0,3.713,0,0,PL,others,671,P2
11380,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,26.0,26.0,59.0,4.0,1.0,4,26.0,26,4,4,0,26.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,Married,12TH,26,M,27550,152,1.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,others,653,P4
11381,8,8,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,4,0,0,8,0,4,79.0,35.0,673.0,,,0,,0,0,0,0,,,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,SSC,42,M,15000,126,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,688,P2
11382,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,45.0,45.0,825.0,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1355.0,0.0,0.0,0.0,Married,12TH,28,M,22000,155,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,691,P2
11383,3,0,3,1,0,0.333,0.0,1.0,0.0,1,0,0.333,0.0,2,0,0,0,3,0,0,3,0,0,43.0,6.0,166.0,,,0,,0,0,0,0,,,0,0,18,5,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Single,GRADUATE,24,M,23000,27,1.0,1.0,0.953,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,695,P2
11384,2,1,1,1,0,0.5,0.0,0.5,0.5,1,0,0.5,0.0,1,0,0,1,0,0,0,0,2,1,45.0,4.0,984.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,124.0,1.0,1.0,0.0,Married,UNDER GRADUATE,36,M,20000,77,0.5,1.0,0.667,,0,,0,1.0,0.0,1.0,0.0,0.75,0,0,PL,PL,681,P2
11385,4,1,3,1,0,0.25,0.0,0.75,0.25,2,1,0.5,0.25,0,1,0,2,0,0,1,1,3,0,26.0,5.0,50.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,Married,12TH,53,M,16900,122,0.75,0.5,0.623,,0,0.85,1,1.0,0.0,1.0,0.0,2.787,0,0,PL,others,671,P2
11386,5,1,4,3,1,0.6,0.2,0.8,0.2,4,1,0.8,0.2,1,1,0,3,0,0,0,1,4,1,24.0,3.0,30.0,,,0,,0,0,0,0,0.0,0.0,0,0,23,5,11,0,0,0,0,0,0,0,0,0,0,7.0,0.0,0.0,0.0,3.0,3.0,3.0,14.0,5.0,4.0,2.0,Married,GRADUATE,35,M,35000,54,0.8,0.75,0.458,,0,,0,1.0,0.0,1.0,0.0,1.509,0,0,PL,others,671,P2
